uspacy pos (sima upos),huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,emagyarpos,,tokenek,ures,huspacy normal,huspacy detailed,huspacy em,emagyar,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADP|,|ADP|,|ADP|,|ADP|,,(mellett mellett),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NUM|,|NUM|,|NUM|,|NUM|,,(több több),,,,,,,
TRUE,|NUM|,|NUM|,|NUM|,|NUM|,,(ezer ezer),,,,,,,
TRUE,|NUM|,|NUM|,|NUM|,|NUM|,,(milliárd milliárd),,,,,,,
TRUE,|ADP|,|ADP|,|ADP|,|ADP|,,(mellett mellett),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(amit amit),,,,,,,
FALSE,|NOUN|,|PRON|,|[]|,|PRON|,,(önök önök),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(nem nem),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(szedtek szedtek),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|ADV|,,(be be),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(sem sem),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(szennyező szennyező),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(nagyvállalatoktól nagyvállalatoktól),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(sem sem),,,,,,,
FALSE,|PRON|,|PRON|,|[]|,|NOUN|,,(egyéb egyéb),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(multinacionális multinacionális),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(nagyvállalattól nagyvállalattól),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(Ha Ha),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(megnézik megnézik),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(egy egy),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(munkahelyre munkahelyre),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(leosztva leosztva),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(tehát tehát),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(egy egy),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(munkahelyet munkahelyet),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(teremtve teremtve),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(mennyi mennyi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(adóterhe adóterhe),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(van van),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|PROPN|,|PROPN|,|PROPN|,|PROPN|,,(Audinak Audinak),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(mennyi mennyi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(adóterhe adóterhe),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(van van),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(többi többi),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(német német),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(nagyvállalatnak nagyvállalatnak),,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(mennyi mennyi),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(mondjuk mondjuk),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(egy egy),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(fodrásznak fodrásznak),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|PRON|,,(akkor akkor),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(azt azt),,,,,,,
FALSE,|AUX|,|AUX|,|[]|,|VERB|,,(fogják fogják),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(látni látni),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|PRON|,,(míg míg),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(magyar magyar),,,,,,,
FALSE,|NOUN|,|NOUN|,|[]|,|ADJ|,,(kis- kis-),,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(középvállalkozásokat középvállalkozásokat),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(terhelik terhelik),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(most most),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(arra arra),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(készülnek készülnek),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(még még),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(jobban jobban),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(megterheljék megterheljék),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(őket őket),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(közben közben),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(multinacionális multinacionális),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(nagyvállalatoknak nagyvállalatoknak),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
FALSE,|NOUN|,|PRON|,|[]|,|PRON|,,(azoknak azoknak),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(akiknek akiknek),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(lenne lenne),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(lehetőségük lehetőségük),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(ezt ezt),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kifizetni kifizetni),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(nem nem),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(növelik növelik),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(adóterhét adóterhét),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(most most),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(már már),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(nemzetközi nemzetközi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(harcot harcot),,,,,,,
FALSE,|CCONJ|,|CCONJ|,|[]|,|ADV|,,(is is),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(folytatnak folytatnak),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|PRON|,,(azért azért),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|PROPN|,|PROPN|,|PROPN|,|PROPN|,,(Audinak Audinak),,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
FALSE,|NOUN|,|NOUN|,|[]|,|ADJ|,,(többinek többinek),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(ne ne),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kelljen kelljen),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(valódi valódi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(módon módon),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(részt részt),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(venni venni),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(közteherviselésben közteherviselésben),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|PRON|,,(Azért Azért),,,,,,,
FALSE,|CCONJ|,|CCONJ|,|[]|,|ADV|,,(is is),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(faramuci faramuci),,,,,,,
FALSE,|DET|,|DET|,|[]|,|PRON|,,(ez ez),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(helyzet helyzet),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(mert mert),,,,,,,
FALSE,|NOUN|,|PRON|,|[]|,|PRON|,,(önök önök),,,,,,,
FALSE,|DET|,|DET|,|[]|,|PRON|,,(minden minden),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(lépésüket lépésüket),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(megpróbálják megpróbálják),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|PRON|,,(úgy úgy),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(beállítani beállítani),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
FALSE,|SCONJ|,|SCONJ|,|[]|,|CCONJ|,,(mintha mintha),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(magyar magyar),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(érdekek érdekek),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(vezérelnék vezérelnék),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(Nem Nem),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(magyar magyar),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(érdek érdek),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(az az),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(német német),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(nagytőke nagytőke),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(ne ne),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(fizessen fizessen),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(adót adót),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(Ez Ez),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(német német),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(érdek érdek),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(Ez Ez),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(nem nem),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(ennek ennek),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|NOUN|,,(Háznak Háznak),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(érdeke érdeke),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
FALSE,|DET|,|DET|,|[]|,|PRON|,,(ez ez),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|PROPN|,|PROPN|,|PROPN|,|PROPN|,,(Bundestagnak Bundestagnak),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(érdeke érdeke),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(; ;),,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(ha ha),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(ezt ezt),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(akarják akarják),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(képviselni képviselni),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|PRON|,,(akkor akkor),,,,,,,
FALSE,|ADV|,|ADV|,|[]|,|PRON|,,(ott ott),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(kell kell),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(erről erről),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(felszólalni felszólalni),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(Összességében Összességében),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(mi mi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(álláspontunk álláspontunk),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(az az),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(globális globális),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(multiadó multiadó),,,,,,,
FALSE,|DET|,|DET|,|DET|,|NUM|,,(egy egy),,n,n,n,ok,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(dolog dolog),,,,,,,
TRUE,|ADP|,|ADP|,|ADP|,|ADP|,,(miatt miatt),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(jó jó),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(bár bár),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(tudom tudom),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(benne benne),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(van van),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(globális globális),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(szó szó),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(amit amit),,,,,,,
FALSE,|NOUN|,|PRON|,|[]|,|PRON|,,(önök önök),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(nem nem),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(szeretnek szeretnek),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(: :),,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(mert mert),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(az az),,,,,,,
FALSE,|CCONJ|,|CCONJ|,|[]|,|ADV|,,(is is),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(benne benne),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(van van),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(multi multi),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(az az),,,,,,,
FALSE,|CCONJ|,|CCONJ|,|[]|,|ADV|,,(is is),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(adó adó),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(Köszönöm Köszönöm),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(szépen szépen),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(( (),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|NOUN|,,(Taps Taps),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(ellenzéki ellenzéki),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(padsorokból padsorokból.),,,,,,,
huspacy,|PUNCT|,|PUNCT|,|[]|,,,(.),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,() )),,,,,,,